Branch;WHSE;GRP;Code;Description;OH;OnSO;OnPO;AVGCost;Value;Stk Fctr B3 Max;LastGRVDate;LastTransDate;B3Max;GRP Sales;Branch#1;B#1OH;B#1Sales;Branch#2;B#2OH;B#2sales;Branch#3;B#3OH;B#3sales
Wadeville;Wad_MW;EYE;GG-45A-AF;S/Spec Elvex Go Specs II Amber Lens AF/PC Flame Retard Foam Lined Black/Grey Frame ;410;0;0;R134,55;R55 165,50;102,5;2022/02/22;2026/03/16;4,0;19,0;Wadeville;410;19;;;;;;
Wadeville;Wad_MW;EYE;S2515S;S/Spec Pyramex Z TECH Brown Lens  ;3776;0;0;R14,56;R54 967,10;11328,0;2024/01/24;2026/03/18;0,3;1,0;Wadeville;3776;1;;;;;;
Wadeville;Wad_MW;GLOV;GLOP3RB;Glove Amercian Rigger Candy Stripe Blue Reinf Palm;1197;0;0;R44,64;R53 436,85;3591,0;2025/05/09;2025/05/13;0,3;2526,0;Vereeniging;120;2525;Wadeville;1197;1;;;
Wadeville;Wad_MW;ANS;R-065/07;Ansell Cut Resistant Palm Coated Impact Glove S07  ;268;0;0;R198,93;R53 313,08;804,0;2023/12/07;2026/02/23;0,3;1,0;Wadeville;268;1;;;;;;
Wadeville;Wad_MW;HNYW;1035113-VS;Earmuff Honeywell VS140N VeriFace SNR25dB  Neck Band Version ;277;0;0;R192,30;R53 268,19;415,5;2025/01/09;2025/11/14;0,7;13,0;White River;1;4;Wadeville;277;3;;;
Wadeville;Wad_MW;REFL;REFJKTLGR#2XL;Reflective Vest Lime Green With Sleeves-2  2XL Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;778;0;0;R68,04;R52 935,59;1167,0;2025/05/09;2026/02/13;0,7;16,0;Potchefstroom;0;10;Tzaneen;1;4;Wadeville;0;2
Wadeville;Wad_MW;BOOT;FX2-MT-S1P#11;Safety Boot Rebel FX2-Metatarsal STC+SMS Black S11  ;98;0;0;R539,95;R52 915,10;294,0;2025/05/16;2026/02/23;0,3;-32,0;Wadeville;98;-32;;;;;;
Wadeville;Wad_MW;CAP;WA0605;Welding Helmet Shade 9-13 Solar Auto Darkening;233;0;0;R222,19;R51 770,09;58,3;2024/12/20;2025/10/28;4,0;150,0;Phalaborwa;4;34;Vereeniging;7;24;Wadeville;0;17
Wadeville;Wad_MW;REFL;REFJKTLGR#M;Reflective Vest Lime Green With Sleeves-2  M Chest Outside Pockets 2 Outside Bottom Pockets  2 Bottom Inside Pockets;758;0;0;R68,04;R51 574,77;1137,0;2025/05/09;2025/09/23;0,7;32,0;Potchefstroom;0;20;Tzaneen;2;8;Middelburg;0;2
Wadeville;Wad_MW;UVEX;9168C;S/Spec Uvex Astrospec Clear Lens Bue Frame Anti-Scratch Supravision Sapphire ;320;0;0;R160,00;R51 200,00;24,0;2021/07/06;2025/12/02;13,3;40,0;Wadeville;320;40;;;;;;
Wadeville;Wad_MW;ANS;11-920/10;Ansell Hyflex Blue Nitrile Palm Coat Glove 313 S10  ;825;0;0;R61,27;R50 544,66;19,0;2025/04/15;2026/02/04;43,3;3124,0;Rustenburg;1458;1676;Pretoria;486;1305;Wadeville;0;137
Wadeville;Wad_MW;MB;AM0212208;MB C/Suit D59 Closed Front R/Blue S97/38   C1509406B59-97/38  9000001425 50mm Ind Wash Silver Tape Arms/Breasts X On Back;161;0;0;R308,95;R49 740,95;99,0;2023/06/20;2024/12/05;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GSH7565-10;Glove Showa Biodegradable Nitrile Black XL/9-10 Powder Free/Latex Free/Silicone Free ;200;0;0;R247,60;R49 520,86;300,0;2025/08/13;2025/03/12;0,7;2,0;Wadeville;200;2;;;;;;
Wadeville;Wad_MW;GLOV;GSH7565-08;Glove Showa Biodegradable Nitrile Black M/7-8 Powder Free/Latex Free/Silicone Free ;198;0;0;R247,65;R49 033,90;297,0;2025/08/13;2025/03/12;0,7;2,0;Wadeville;198;2;;;;;;
Wadeville;Wad_MW;GLOV;GSH7565-09;Glove Showa Biodegradable Nitrile Black L/8-9 Powder Free/Latex Free/Silicone Free ;196;0;0;R247,69;R48 546,93;294,0;2025/08/13;2025/03/12;0,7;3,0;Wadeville;196;2;Pretoria;0;1;;;
Wadeville;Wad_MW;HNYW;1035188-VS;Earmuff Honeywell VS130M Verishield Multi Position SNR35dB ;210;0;0;R224,87;R47 221,74;157,5;2022/05/11;2026/03/03;1,3;133,0;Rustenburg;62;123;Wadeville;210;6;Middelburg;0;4
Wadeville;Wad_MW;GLOV;GT20/32;Glove Towelling 8 H/D 32 Oz;2611;0;0;R18,00;R46 998,00;522,2;2021/05/04;2026/02/16;5,0;6258,0;Vereeniging;157;6230;Wadeville;2611;28;;;
Wadeville;Wad_MW;ANS;07-112/09;Ansell Vibraguard Nitrile Fully Impregnated Glove S09;138;0;0;R333,44;R46 015,00;414,0;2021/05/14;2025/11/18;0,3;1,0;Wadeville;138;1;;;;;;
Wadeville;Wad_MW;MB;AM0212375;MB C/Suit D59 Closed Front Orange S137/54 C1509800B59-137/54  9000001550 50mm Ind Wash Silver Tape Arms/Breasts X On Back;104;0;0;R439,53;R45 711,50;99,0;2025/08/15;2025/01/14;0,0;0,0;Wadeville;104;0;;;;;;
Wadeville;Wad_MW;ANS;07-112/10;Ansell Vibraguard Nitrile Fully Impregnated Glove S10;137;0;0;R333,44;R45 681,56;99,0;2021/05/14;;0,0;2,0;Richards Bay;8;2;;;;;;
Wadeville;Wad_MW;JACK;FRJKTY#L;Vest Flame Retardant Yellow Sleeveless  L With Cellphone Pocket Top Left Front Bottom  Pockets 2 Flaps;453;0;0;R99,89;R45 249,89;135,9;2025/05/09;2025/09/26;3,3;25,0;Wadeville;453;11;White River;1;10;Secunda;0;4
Wadeville;Wad_MW;ANS;53-001/08;Ansell AlphaTec Nylon Neoprene And Nitrile S08  ;408;0;0;R108,98;R44 462,85;51,0;2022/07/11;2025/10/09;8,0;56,0;Richards Bay;16;32;Wadeville;408;24;;;
Wadeville;Wad_MW;MB;MBT1ARC402NOM32;MB Nomex Essential Trs Zero Arc  12.4 Cal S32/82 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;31;0;0;R1 422,54;R44 098,63;31,0;2024/07/09;2026/03/10;1,0;33,0;Polokwane;11;24;Wadeville;31;4;Pretoria;0;2
Wadeville;Wad_MW;ANS;11-735/10;Ansell Hyflex Cut 5 PU Palm Coat Glove 4543 S10 Grey/White Intercept;531;0;0;R81,89;R43 483,41;20,7;2023/01/25;2025/11/05;25,7;267,0;Wadeville;531;142;Vereeniging;23;107;Polokwane;0;9
Wadeville;Wad_MW;MB;AM0212211;MB C/Suit D59 Closed Front R/Blue S112/44 C1509406B59-112/44  50mm Ind Wash Silver Tape Arms/Breasts X On Back;140;0;0;R308,95;R43 253,00;99,0;2023/01/17;2022/12/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;OBS;PB95RBSCON;PB95 Cone Shaped Mask Re-Breather Sheets  (4 Sheets Per Pack);43000;0;0;R1,00;R43 000,00;99,0;2020/10/07;2022/05/31;0,0;;;;;;;;;;
Wadeville;WadEmbr_MW;LOGO;SIHEMB40-50;In House Embroidery 40-50 ;953;0;0;R45,00;R42 885,00;317,7;;;3,0;9,0;Wadeville;996;9;;;;;;
Wadeville;Wad_MW;OBS;PB95RBS;PB95 Cloth Mask Pleated Re-Breather Sheets  (4 Sheets Per Pack);42337;0;0;R1,00;R42 337,00;99,0;2020/06/10;2022/05/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GSH731-11;Glove Showa Biodegradable Created W/Premuim S11 Grade Polymers And Nitrile 15-mil Green Bisque  Finish Flocklined;2016;0;0;R20,86;R42 057,92;99,0;2024/10/01;;0,0;;;;;;;;;;
Wadeville;Wad_MW;3M;D8059;3M Secure Click Gas Vapour and Particulate Filter Dual Flow 4 p/box 32 p/case 7100153226  Price Per Each;240;0;0;R174,20;R41 807,41;99,0;2025/07/16;;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;T53-7112-09;Glove Tilsatec RhinoYarn Pu Palm Cut F 13g S09 Long Cuff Reinforced Thumb Antistatic Launderable ;360;0;0;R114,12;R41 081,68;47,0;2025/08/26;2025/03/20;7,7;30,0;Wadeville;360;23;Vereeniging;0;4;Pretoria;0;3
Wadeville;Wad_MW;BOOT;FX2-MT-S1P#10;Safety Boot Rebel FX2-Metatarsal STC+SMS Black S10  ;76;0;0;R539,95;R41 036,20;22,8;2025/01/29;2026/02/27;3,3;-23,0;Steelpoort;0;5;Wadeville;76;-28;;;
Wadeville;Wad_MW;ANS;11-925/10;Ansell Hyflex Oil Repell Nitrile Palm Coat S10 Blue (3111);655;0;0;R62,34;R40 830,15;24,3;2025/07/23;2025/10/21;27,0;156,0;Wadeville;655;81;Secunda;0;60;Vereeniging;0;14
Wadeville;Wad_MW;GLOV;GSHKV300-10;Glove Showa Kevlar Cut 3 Resistant Natural S10 Rubber Blue/Yellow Coating  ;290;0;0;R139,69;R40 509,17;870,0;2024/01/18;2026/03/05;0,3;1,0;Wadeville;290;1;;;;;;
Wadeville;Wad_MW;GLOV;G-3MF6/08;Glove Rhino Cut F EU 2016 13g S08 Seamless High Performance ;698;0;0;R57,53;R40 156,74;80,5;2025/01/17;2026/03/05;8,7;182,0;Potchefstroom;36;68;Steelpoort;15;36;Wadeville;0;33
Wadeville;Wad_MW;JACK;FRJKTY#XL;Vest Flame Retardant Yellow Sleeveless  XL With Cellphone Pocket Top Left Front Bottom  Pockets 2 Flaps;401;0;0;R99,89;R40 055,64;120,3;2025/05/09;2025/06/09;3,3;48,0;White River;36;29;Wadeville;401;10;Secunda;0;9
Wadeville;Wad_MW;GLOV;GCM3RM;Glove C Mesh 3 Finger Red M;59;0;0;R670,77;R39 575,39;99,0;2025/07/31;2021/03/18;0,0;16,0;Potchefstroom;21;16;;;;;;
Wadeville;Wad_MW;MB;AM0212282;MB C/Suit D59 Closed Front Yellow S92/36 C1509600S59-92/36  9000001482 50mm Ind Wash Silver Tape Arms/Breasts X On Back;130;0;0;R301,87;R39 243,52;99,0;2022/10/13;2024/09/09;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;G-3MF6/11;Glove Rhino Cut F EU 2016 13g S11 Seamless High Performance ;554;0;0;R70,64;R39 135,68;1662,0;2023/07/26;2025/05/14;0,3;9,0;White River;9;4;Vereeniging;27;3;Wadeville;0;1
Wadeville;Wad_MW;RESP;DMGRNLFF2SV;Dust Mask Greenline FFP2 Valved Moulded White Price Per Mask  15 Masks Per Box P/N 6201;6225;0;0;R6,20;R38 595,01;88,9;2024/08/30;2026/03/13;70,0;39012,0;Kathu;0;33300;Rustenburg;4323;3326;Middelburg;0;990
Wadeville;Wad_MW;3M;M1863;3M1863+ Fold Flat Respirator Unvalved FFP3 NR D NPF50;1600;0;0;R23,91;R38 259,20;120,0;2021/08/26;2025/06/23;13,3;40,0;Wadeville;1600;40;;;;;;
Wadeville;Wad_MW;HNYW;1035128-VS;Earmuff Honeywell VS130HHV Verishield HiVis SNR33 Helmut Attach Version Yellow;125;0;0;R305,36;R38 170,46;375,0;2022/05/11;2025/10/30;0,3;83,0;Potchefstroom;36;73;Vereeniging;0;8;Wadeville;0;2
Wadeville;Wad_MW;ANS;43-216/11;Ansell Workguard H/Duty Welders Glove 410mm S11  ;288;0;0;R132,45;R38 146,49;99,0;2025/08/18;;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212372;MB C/Suit D59 Closed Front Orange S122/48 C1509800B59-122/48  9000001547 50mm Ind Wash Silver Tape Arms/Breasts X On Back;115;0;0;R331,58;R38 131,38;99,0;2025/08/15;2023/07/18;0,0;;;;;;;;;;
Wadeville;Wad_MW;COLD;250020693;Underwear Thermal Vest Ladies L/Sleeve Black 3XL Interlock 100% Cotton 220g;429;0;0;R88,40;R37 925,11;1287,0;2024/05/07;2025/11/20;0,3;110,0;Secunda;155;109;Wadeville;429;1;;;
Wadeville;Wad_MW;EYE;GAUZEMAX;S/Spec Gauzemax Mesh SS-7725W  ;930;0;0;R40,71;R37 863,07;99,0;2025/08/07;2025/01/19;0,0;14478,0;Polokwane;1993;14125;Middelburg;89;125;Steelpoort;0;85
Wadeville;Wad_MW;COLD;250020676;Underwear Thermal Vest Ladies L/Sleeve Black L;470;4;0;R79,95;R37 575,52;26,4;2025/06/05;2025/11/20;17,7;258,0;Secunda;227;160;Wadeville;470;55;Pretoria;0;36
Wadeville;Wad_MW;ANS;80-813/07;Ansell Powerflex Kevlar Flame Resis 225-260mm S07 Arc Flash Category 2 ATPV 12.0 Cal;151;0;0;R248,80;R37 568,48;15,1;2024/03/20;2026/02/09;10,0;91,0;Kathu;0;60;Wadeville;151;31;;;
Wadeville;Wad_MW;MB;AM2366759;MB C/Suit D59 Ladies 2 Tone Navy/Orange S34/87 Closed Front Ind Silver Ref Arms Legs Chest  X On Back C1THU402B59-34/87;97;0;0;R385,00;R37 345,00;72,8;2024/12/13;2025/12/02;1,3;4,0;Wadeville;97;4;;;;;;
Wadeville;Wad_MW;ANS;11-801/11;Ansell Hyflex Foam Nitrile Palm Coat Black/Grey 11 (2XL) 3131 (Dove);1217;0;0;R30,65;R37 299,85;182,6;2023/12/07;2025/03/06;6,7;104,0;Steelpoort;18;40;Pretoria;21;36;Wadeville;0;20
Wadeville;Wad_MW;ANS;28-359/10;Ansell Nitrasafe Nitrile Full Coat Kevlar Back S10  ;288;0;0;R128,92;R37 128,96;99,0;;2020/09/14;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212367;MB C/Suit D59 Closed Front Orange S97/38 C1509800B59-97/38  9000001542 50mm Ind Wash Silver Tape Arms/Breasts X On Back;108;0;0;R341,85;R36 920,00;99,0;2025/08/15;2025/01/14;0,0;0,0;Wadeville;108;0;;;;;;
Wadeville;Wad_MW;MB;MBG1ETX700NOML;MB Nomex Extreme Knitted Golf Shirt Navy L ;23;0;0;R1 600,00;R36 800,00;34,5;2025/03/07;2025/06/23;0,7;2,0;Wadeville;23;2;;;;;;
Wadeville;Wad_MW;MB;MBG1ETX700NOMM;MB Nomex Extreme Knitted Golf Shirt Navy M     ;23;0;0;R1 600,00;R36 800,00;34,5;2025/03/07;2025/06/23;0,7;2,0;Wadeville;23;2;;;;;;
Wadeville;Wad_MW;MB;MBG1ETX700NOMXL;MB Nomex Extreme Knitted Golf Shirt Navy XL ;23;0;0;R1 600,00;R36 800,00;34,5;2025/03/07;2025/06/23;0,7;2,0;Wadeville;23;2;;;;;;
Wadeville;Wad_MW;ANS;11-840/07;Ansell Hyflex Foam Fortix Nitrile Palm Coat S07 Black/ Dark Grey (4231) Dove;1014;0;0;R36,23;R36 736,48;507,0;2025/03/12;2026/02/04;2,0;16,0;Wadeville;1034;11;Secunda;139;5;;;
Wadeville;Wad_MW;REFL;REFJKTOR#XL;Reflective Vest Orange With Sleeves-2  XL  ;536;0;0;R68,04;R36 469,76;321,6;2025/05/09;2026/03/11;1,7;17,0;Steelpoort;25;8;Wadeville;536;6;Tzaneen;0;2
Wadeville;Wad_MW;REFL;REFJKTOR#L;Reflective Vest Orange With Sleeves-2  L  ;535;0;0;R68,04;R36 401,72;229,3;2025/05/09;2026/03/12;2,3;23,0;Wadeville;535;9;Steelpoort;28;6;Tzaneen;0;5
Wadeville;Wad_MW;GLOV;FGCS;Glove Freezer Candy Stripe;818;0;0;R44,23;R36 182,00;99,0;2025/05/09;2025/08/13;0,0;132,0;White River;24;103;Polokwane;52;22;Newcastle;0;5
Wadeville;Wad_MW;ANS;80-600/10;Ansell Powerflex Rubber Palm Coat Kevlar Cut 4 S10  ;273;0;0;R131,47;R35 890,12;81,9;2020/06/02;2025/12/03;3,3;15,0;Wadeville;273;15;;;;;;
Wadeville;Wad_MW;MB;AM2366764;MB C/Suit D59 Ladies 2 Tone Navy/Orange S44/112 Closed Front Ind Silver Ref Arms Legs Chest  X On Back C1THU402B59-44/112;93;0;0;R385,00;R35 805,00;99,0;2025/01/24;2025/05/11;0,0;-23,0;Wadeville;93;-23;;;;;;
Wadeville;Wad_MW;MB;AM2366758;MB C/Suit D59 Ladies 2 Tone Navy/Orange S32/82 Closed Front Ind Silver Ref Arms Legs Chest  X On Back C1THU402B59-32/82;92;0;0;R385,00;R35 420,00;27,6;2025/01/24;2025/12/02;3,3;10,0;Wadeville;92;10;;;;;;
Wadeville;WadEmbr_MW;LOGO;SIHEMB30-40;In House Embroidery 30-40 ;1008;0;0;R35,00;R35 280,00;72,0;;;14,0;99,0;Newcastle;68;57;Wadeville;1274;42;;;
Wadeville;Wad_MW;MB;AM0212374;MB C/Suit D59 Closed Front Orange S132/52 C1509800B59-132/52  9000001549 50mm Ind Wash Silver Tape Arms/Breasts X On Back;85;0;0;R411,86;R35 008,50;99,0;2025/08/15;2023/09/07;0,0;;;;;;;;;;
Wadeville;Wad_MW;UVEX;9192285;S/Spec Uvex Pheos Grey Lens Black/Grey Frame Anti-Fog & Scratch Supravision Excellence ;635;0;0;R55,00;R34 925,00;17,8;2024/09/20;2026/03/03;35,7;194,0;Wadeville;635;172;Tzaneen;0;20;Middelburg;0;2
Wadeville;Wad_MW;EYE;MAXSPORTYM;S/Spec Sporty Mirror I/O H/C CE (EN166:2001)   ;2536;0;0;R13,63;R34 565,05;99,0;2025/08/07;2024/08/16;0,0;52,0;Vereeniging;0;24;Pretoria;66;20;Phalaborwa;0;8
Wadeville;Wad_MW;CAP;BCMATY;Cap Golf 6 Panel Vented Eyelets HiViz Yellow Reflective Tip Curved Peak Metal Clasp & Grommet Adjustment Closure;749;0;0;R45,93;R34 400,08;2247,0;2025/03/04;2025/05/23;0,3;1,0;Wadeville;749;1;;;;;;
Wadeville;Wad_MW;GLOV;GLGREINF10;Glove Green Lined Reinforced Palm/Knuckle 2;562;0;2400;R60,35;R33 915,00;20,0;2025/07/28;2026/02/25;148,3;1071,0;Wadeville;562;971;Newcastle;0;100;;;
Wadeville;Wad_MW;COLD;250020948;Underwear Therm L/Johns Ladies Interlock Black M;419;5;0;R80,12;R33 569,48;23,4;2025/06/05;2025/11/20;17,7;257,0;Secunda;168;133;Wadeville;419;89;Pretoria;0;18
Wadeville;Wad_MW;GLOV;GSH383-08;Glove Showa Microporous Nitrile With EBT S08 And Embossed S-Shaped Palm Finish;476;0;0;R70,42;R33 520,25;99,0;2023/05/25;2023/08/31;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;AM0212214;MB C/Suit D59 Closed Front R/Blue S127/50   C1509406B59-127/50  9000001431 50mm Ind Wash Silver Tape Arms/Breasts X On Back;103;0;0;R324,40;R33 413,20;99,0;2023/06/20;2022/12/20;0,0;;;;;;;;;;
Wadeville;Wad_MW;COLD;250020970;Underwear Therm L/Johns Ladies Interlock Black XL;418;0;0;R79,85;R33 379,06;418,0;2025/06/05;2025/10/29;1,0;219,0;Secunda;179;191;Pretoria;36;24;Wadeville;0;3
Wadeville;Wad_MW;ANS;28-359/09;Ansell Nitrasafe Nitrile Full Coat Kevlar Back S09  ;288;0;0;R115,48;R33 256,88;99,0;2023/01/25;;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;T53-3210-10;Glove Tilsatec PU Palm Cut C 13g Econo S10 ;708;0;0;R46,97;R33 255,38;99,0;2025/08/26;;0,0;;;;;;;;;;
Wadeville;Wad_MW;3M;D8057;3M™ Secure Click™ A1B1E1 Filter  4 p/box 32 p/case 7100306964 Price Per Packet/2;63;0;0;R526,32;R33 158,28;99,0;2025/08/05;;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GSH490-10;Glove Showa Cold Resistant Full Pvc Coating S10 Flexibility Low Temp Of -20 C Extended Forearm    Protect Liquids,Oil,Grease,Chemicals ;177;0;0;R187,05;R33 107,12;265,5;2025/03/12;2025/08/07;0,7;2,0;Wadeville;177;2;;;;;;
Wadeville;Wad_MW;MB;MBJRBD5932;MB C/Suit Jacket D59 Royal Blue SABS S32/82  ;222;0;0;R149,00;R33 078,00;99,0;;2022/02/04;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;58-535/09;Ansell Alphatec Nitrile Gauntlet 356mm Grey/Green S09 ;333;0;720;R99,02;R32 974,76;31,6;2024/12/10;2026/02/13;33,3;129,0;Wadeville;333;100;White River;23;29;;;
Wadeville;Wad_MW;EYE;ER9901S;S/Spec MaxFit Grey Smoke Lens Anti Fog  ;1051;0;0;R31,32;R32 916,83;3153,0;2022/10/04;2025/08/07;0,3;14,0;Richards Bay;25;13;Wadeville;1051;1;;;
Wadeville;Wad_MW;MB;MBFJKTREFM;MB Freezer Jacket Navy Relflective Tape M;132;0;150;R246,72;R32 567,14;17,6;2025/07/22;2025/11/03;16,0;484,0;Bloemfontein;33;264;Rustenburg;550;82;Potchefstroom;0;75
Wadeville;Wad_MW;MB;AM2366766;MB C/Suit D59 Ladies 2 Tone Navy/Orange S48/122 Closed Front Ind Silver Ref Arms Legs Chest  X On Back C1THU402B59-48/122;84;0;0;R385,00;R32 340,00;99,0;2025/01/24;2025/06/12;0,0;-5,0;Wadeville;84;-5;;;;;;
Wadeville;Wad_MW;ANS;11-920/11;Ansell Hyflex Blue Nitrile Palm Coat Glove 313 S11  ;534;0;0;R60,27;R32 184,25;1602,0;2025/07/23;2025/05/14;0,3;113,0;Richards Bay;32;112;Wadeville;534;1;;;
Wadeville;Wad_MW;3M;D7935;3M Secure Click Replaceable Particulate Filters P3 40 P/Box 320 P/Case 70071731320 Price Per Each  Filter;782;0;0;R40,65;R31 786,40;99,0;2025/07/16;;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;11-25012N;Ansell Hyflex Size 12 No Thumbslot Narrow  ;574;0;0;R54,93;R31 527,23;99,0;2024/05/24;2026/03/04;0,0;112,0;Vereeniging;340;112;;;;;;
Wadeville;Wad_MW;COLD;250020671;Underwear Thermal Vest Ladies L/Sleeve Black M;395;5;0;R79,72;R31 487,63;21,7;2025/06/05;2025/11/20;18,0;199,0;Secunda;175;108;Wadeville;395;65;Pretoria;0;18
Wadeville;Wad_MW;EYE;SPECCS;S/Spec Super Clear SS-1685  ;6297;0;0;R5,00;R31 485,00;99,0;;2026/03/10;0,0;306,0;Vereeniging;14;306;;;;;;
Wadeville;Wad_MW;ANS;11-840/11;Ansell Hyflex Foam Fortix Nitrile Palm Coat S11 Black/ Dark Grey (4231) Dove;1048;1000;1584;R29,83;R31 264,82;97,9;2025/03/12;2026/02/11;16,7;1614,0;Steelpoort;217;824;Vereeniging;390;680;Wadeville;0;86
Wadeville;Wad_MW;ANS;37-185/09;Ansell Sol-Vex Green Nitrile Chem Glove 455mm S09  ;447;0;0;R69,89;R31 238,74;14,9;2023/12/07;2026/03/20;30,0;433,0;Wadeville;451;169;Tzaneen;14;108;Newcastle;0;50
Wadeville;Wad_MW;MB;AM0212284;MB C/Suit D59 Closed Front Yellow S102/40 C1509600S59-102/40  9000001484 50mm Ind Wash Silver Tape Arms/Breasts X On Back;103;0;0;R302,61;R31 168,83;51,5;2023/06/23;2025/06/06;2,0;6,0;Wadeville;103;6;;;;;;
Wadeville;Wad_MW;MB;MBT1ARC402NOM38;MB Nomex Essential Trs Zero Arc  12.4 Cal S38/97 Navy C/W 50mm Silver FR Tape Around Legs 2 Flap Pockets & FR Velcro Closure;22;0;0;R1 400,63;R30 813,83;66,0;2024/07/09;2025/05/28;0,3;38,0;Polokwane;10;31;Pretoria;0;3;Secunda;0;2
Wadeville;Wad_MW;ANS;58-435/11;Ansell Alphatec Nitrile Gauntlet 380mm Glass Green Anthracite S11;437;0;0;R70,33;R30 734,34;99,0;2024/09/30;2024/04/11;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;T53-7112-10;Glove Tilsatec RhinoYarn Pu Palm Cut F 13g S10 Long Cuff Reinforced Thumb Antistatic Launderable ;269;0;0;R112,94;R30 379,85;27,8;2025/08/26;2025/07/31;9,7;30,0;Wadeville;269;30;;;;;;
Wadeville;Wad_MW;MB;MBSUNHATN;MB Sunhat D59 To Fit Helmet Navy c/w Org Mesh Flap L2830;403;0;0;R75,00;R30 225,00;99,0;2024/11/13;2026/03/06;0,0;55,0;Phalaborwa;3;20;Steelpoort;22;17;Tzaneen;0;13
Wadeville;Wad_MW;MB;MBTFRD59#46;MB C/Suit Trouser D59 SABS Fern Green S46/117  ;135;0;0;R223,55;R30 179,25;101,3;2024/04/09;2025/11/27;1,3;6,0;Wadeville;135;4;Vereeniging;0;2;;;
Wadeville;Wad_MW;GLOV;T53-3210-09;Glove Tilsatec PU Palm Cut C 13g Econo S09 ;635;0;0;R47,14;R29 936,83;23,8;2025/08/26;2026/02/24;26,7;94,0;Wadeville;635;81;Tzaneen;12;4;;;
Wadeville;Wad_MW;MB;AM0212366;MB C/Suit D59 Closed Front Orange S92/36 C1509800B59-92/36  9000001541 50mm Ind Wash Silver Tape Arms/Breasts X On Back;83;0;0;R360,03;R29 882,58;99,0;2025/08/15;2023/06/28;0,0;;;;;;;;;;
Wadeville;Wad_MW;ANS;11-800/06;Ansell Hyflex Foam Nitrile Palm Coat Grey/White S6 Dove ;720;0;0;R41,21;R29 674,71;99,0;2025/07/23;2024/10/08;0,0;;;;;;;;;;
Wadeville;Wad_MW;GLOV;GSHS-TEX581-09;Glove Showa Kevlar Cut Resistant Fiber Nitrile S09 Foam Coating Black 13g Hagane Coil  ;134;0;0;R220,96;R29 609,30;99,0;2023/05/25;2025/02/24;0,0;13,0;Polokwane;2;10;Steelpoort;0;3;;;
Wadeville;WadSerNewVaal_MW;RAGS;RMC25;Rags Sterilised Coloured Vesting Price/Bail 25Kg ;100;0;0;R293,03;R29 302,88;99,0;;;0,0;92,0;Steelpoort;0;100;Wadeville;293;-8;;;
Wadeville;Wad_MW;GLOV;GSHKV300-08;Glove Showa Kevlar Cut 3 Resistant Natural S08 Rubber Blue/Yellow Coating  ;210;0;0;R139,16;R29 224,61;99,0;2024/01/18;2026/03/05;0,0;2,0;Steelpoort;21;2;;;;;;
Wadeville;Wad_MW;DUPO;CSTCHA5#S;Tychem 2000C Yellow CHA5 TYPE 3B S Protective Chemical Suit;89;0;0;R327,18;R29 118,75;38,1;2025/02/25;2026/03/05;2,3;8,0;Wadeville;89;7;Polokwane;0;1;;;
Wadeville;Wad_MW;ANS;48-500/09;Ansell Nitrile Coated Open Cuff Glove S09  ;967;0;0;R30,06;R29 064,10;29,0;2023/09/06;2026/02/06;33,3;102,0;Wadeville;967;102;;;;;;
Wadeville;Wad_MW;MB;MBCSJRBJ54REF42;MB C/Suit Jkt J54 R/Blue C/W Refl Tape S42/107  ;200;0;0;R144,95;R28 990,00;99,0;2023/11/14;2021/05/27;0,0;;;;;;;;;;
Wadeville;Wad_MW;MB;MBCSJRBJ54REF40;MB C/Suit Jkt J54 R/Blue C/W Refl Tape S40/102  ;199;0;0;R144,95;R28 845,05;99,0;2023/11/14;2024/01/10;0,0;;;;;;;;;;
Wadeville;Wad_MW;HNYW;HL400-AM;Earplug HL400 Dispenser C/W 400 Prs 1013047 Plugs ;24;0;0;R1 179,60;R28 310,32;24,0;2024/02/08;2026/03/20;1,0;4,0;Wadeville;24;4;;;;;;
Wadeville;Wad_MW;MB;AM0212314;MB B/Suit D59 Orange S132/52  A1ANG800I59-132/52  ;77;0;0;R365,91;R28 175,43;33,0;2024/12/13;2025/09/09;2,3;11,0;Wadeville;77;11;;;;;;
Wadeville;Wad_MW;HNYW;1928861;S/Spec Honeywell SVP200 Clear Lens Anti-Fog Clear Frame 10 Per Box ;813;0;0;R34,62;R28 145,00;48,8;2022/05/11;2025/07/30;16,7;70,0;Wadeville;813;70;;;;;;
